CLASS=VIDEO	0009291 0896559 0871851 1055193	-
CLASS=VIDEO	0009291 0896559 0871851 1055193	0788012 0246396
CLASS=VIDEO	0009291 0896559 0871851 1055193	0017401 0246396
CLASS=VIDEO	0009291 0896559 0871851 1055193	-
CLASS=VIDEO	0009291 0896559 0871851 1055193	0728017 0246396
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420	-
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420	0029037 0949453 0878719 0649446 1064033 0029037 0557667 0790462 0738061 0781505 0009291 0896559 0871851 1055193 1034216 0035110 1055194 0490159 0009291 0896559 0871851 1055193 0301079 0246396 0300345 0748782 0246396 0888307 1055086 0580929
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420	-
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420	0355664 0099240
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420	-
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420 1129496 0212657 0033554 0292003 0588522 0033335	-
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420 1129496 0212657 0033554 0292003 0588522 0033335	0009291 0896559 0871851 1055193 1046420 1129496 0212657 0033554 0292003 0588522 0033335 0406197 0818951 0346881 0977270 0526253 0346881 0529529 0880931 0444946 0536012 0911248
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420 1129496 0212657 0033554 0292003 0588522 0033335	-
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420 1129496 0212657 0033554 0292003 0588522 0033335	0115559 0336269
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420 1129496 0212657 0033554 0292003 0588522 0033335	0115559 0336269
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420 1129496 0212657 0033554 0292003 0588522 0033335	0009291 0896559 0871851 1055193 1034216 0035110 0546639 1129496 0212657 0033554 0292003 0946324 0793729 0977270 0322801 0060852 0608067 0348043
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 1046420 1129496 0212657 0033554 0292003 0588522 0033335	0982816 0009291 0896559 0871851 1055193 0335623 0123481 0772486 0260395 0561134 0560213 0551108 0360885 0588522 0033335 0784491 0775648 0256265 0271248 0733318 0381742 0576480
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 0679140 1069376 1129496 0212657 0185093 0289703	-
CLASS=UNKNOWN	0009291 0896559 0871851 1055193 0679140 1069376 1129496 0212657 0185093 0289703	0009291 0896559 0871851 1055193 0679140 1069376 0706287 1129496 0212657 0185093 0289703 0754212 0880931 0444946 0536012 0911248

CLASS=TEST	0355664 0099240	-
CLASS=TEST	0355664 0099240	0355664 0099240 0754212 0880931 0444946 0880931 1012920
CLASS=TEST	0355664 0099240	-

CLASS=OTHER	0527064 0024854 0694263	-
CLASS=OTHER	0527064 0024854 0694263	0167070 0348611 0406197 0078253 0249224 0576126 0246396 0836327 0068757 0031957 0291357 0399721 0977270 0406197 0347013 0790462 0610559 0138873 0588522 0291357 1050307 0589288 0999132 1040693 0690587 0729004
CLASS=OTHER	0527064 0024854 0694263	-

CLASS=VIDEO	0403003 0690587 0639347 0259826	-
CLASS=VIDEO	0403003 0690587 0639347 0259826	0331796 0422451
CLASS=VIDEO	0403003 0690587 0639347 0259826	0331796 0123481 0772486 1083795
CLASS=VIDEO	0403003 0690587 0639347 0259826	0331796 0123481 0772486 1083795

CLASS=VIDEO	0727209 0727209 0712981 0064556 0762966	-
CLASS=VIDEO	0727209 0727209 0712981 0064556 0762966	0727209 0727209 0712981 0064556 0762966 0754212 0748782 0246396 0706184 1111901 0673355 1112955 0888307 1055086 0142544 0546302 0754212 0880931 0444946 0673355 1112955

CLASS=TEST	0584421 0374599 1108513 0255587 0130933 0085828 0762000	-
CLASS=TEST	0584421 0374599 1108513 0255587 0130933 0085828 0762000	0255587 0130933 0085828 0762000 0553058 0387202 0406197 0085828 0762000 0260395 0456713 0406197 0553058 0387202 0085828 0762000 0637630 0584421 0374599 1108513 0694263

CLASS=VIDEO	0809872 0792288 1054331 0054135 1046420	-
CLASS=VIDEO	0809872 0792288 1054331 0054135 1046420	-

CLASS=GAME	0732874 0727209 0162820 0042895	-
CLASS=GAME	0732874 0727209 0162820 0042895	0727209 0162820 0042895 0464365 0727209 0162820 0042895 0855657 0748782 0406197 0011134 0329263 0727209 0162820 0042895 0464365 0727209 0162820 0042895 0546194 0464472 0872080 0580929
CLASS=GAME	0732874 0727209 0162820 0042895	-
CLASS=GAME	0732874 0727209 0162820 0042895	-
CLASS=GAME	0732874 0727209 0162820 0042895	-
CLASS=GAME	0732874 0727209 0162820 0042895	0727209 0162820 0042895 0464365 0727209 0162820 0042895 0855657 0748782 0406197 0011134 0329263 0727209 0162820 0042895 0464365 0727209 0162820 0042895 0546194 0464472 0872080 0580929

CLASS=OTHER	0392124 1080915	-
CLASS=OTHER	0392124 1080915	0557667 0438139 0490159 0392124 1080915 0754212 0886711 0634193 0954559 0754212 0392124 1080915 0873441 0130933 0754212 0392124 1080915 0438139 0775648 0754212 0726054 0509847 0781505 0878719

CLASS=VIDEO	0690587 0291357 0698342 0934701	-

CLASS=UNKNOWN	0699617	-
CLASS=OTHER	0699617 0006789	-
CLASS=OTHER	0699617 0006789	0699617 0699617 0006789 0406197 0699617 0999132 0699617 0406197 0072086 0072086 0699617 0449931 0427030 0406197 0699617 0699617 0018546 0406197 0854024 0170218 1000519 1078554

CLASS=VIDEO	0685032 0918499 0704876 0718963	-
CLASS=VIDEO	0685032 0918499 0704876 0718963	0685032 0918499 0704876 0718963 0754212 0880931 0444946 0880931 1012920

CLASS=TRAVEL	0555972 0547702 0456713 0762000 0664000 0694263	-
CLASS=TRAVEL	0555972 0547702 0456713 0762000 0664000 0694263	0021215 0944743 1023598 0547702 0694263 0784491 0021215 0944743 1023598 0547702 0694263 0588522 0456713 0762000 0406197 0021215 0944743 0555972 0547702 0123481 0772486 0033554 0115430 0948266 0406197 1055086 0318374 0438139 0406197 0456713 0762000 0580929
CLASS=UNKNOWN	1020336 0694263 0588522 0456713 0792288 0509847 0762000 0664000 0694263	-
CLASS=UNKNOWN	1020336 0694263 0588522 0456713 0792288 0509847 0762000 0664000 0694263	1020336 0557561 0911248 0546639 0792288 0509847 0762000 0694263 0588522 0456713 0762000 0350903 0999132 0664000 0694263 0784491 0557561 0318374 1105456 0780918 0458228 0959886 0031957 0054135

CLASS=UNKNOWN	1062359 0035110 0727209 0291357 0544340 0870273	-
CLASS=UNKNOWN	1062359 0035110 0727209 0291357 0544340 0870273	1062359 0035110 0727209 0291357 0544340 0870273 0888307 1055086 0142544 0546302 0784491 1021914 0104869 0673355 1112955
CLASS=TEST	1062359 0035110 0727209	-
CLASS=TEST	1062359 0035110 0727209	-
CLASS=TEST	1062359 0035110 0727209	-
CLASS=TEST	1062359 0035110 0727209	-
CLASS=TEST	1062359 0035110 0727209	0331796 0898231 1123535 0468922

CLASS=UNKNOWN	0223927 0836656 0424184 0344093 0553058 0387202	-
CLASS=UNKNOWN	0223927 0836656 0424184 0344093 0553058 0387202	0223927 0507734 0581561 0563415
CLASS=VIDEO	0157313 0789553	-

CLASS=VIDEO	0009291 0896559 0871851 1055193	-
CLASS=VIDEO	0009291 0896559 0871851 1055193	0009291 0896559 0871851 1055193 0754212 0706184 1111901 0673355 1112955 0888307 1055086 0142544 0546302 0754212 0733318 0381742 0576480
CLASS=VIDEO	0009291 0896559 0871851 1055193	0459709 0246396

CLASS=UNKNOWN	0761720	-
CLASS=UNKNOWN	0761720 0463453 0593913	-
CLASS=UNKNOWN	0761720 0463453 0593913	0761720 0335034 0212657 0463453 0754212 0880931 0444946 0536012 0911248
CLASS=UNKNOWN	0761720 0463453 0593913	-
CLASS=UNKNOWN	0660237	-
CLASS=UNKNOWN	0944804	-
CLASS=VIDEO	0474995	-
CLASS=UNKNOWN	0570849	-
CLASS=UNKNOWN	0570849 1064033 0593913	-
CLASS=UNKNOWN	0570849 1064033 0593913	1069885 0291357 0463453 0593913
CLASS=UNKNOWN	1079527	-
CLASS=UNKNOWN	1079527	1045847 0588086 0098826
CLASS=UNKNOWN	1045847 0588086 0098826	-
CLASS=UNKNOWN	1045847 0588086 0098826	1045847 0588086 0098826 0754212 0880931 0444946 0438139 0775648
CLASS=UNKNOWN	0316264	-
CLASS=UNKNOWN	0395570	-

CLASS=TEST	0703169 1001937 0987489	-
CLASS=TEST	0703169 1001937 0987489	0703169 1001937 0987489 0291357 0123481 0772486 0721854 0753230 0814520 0656218

CLASS=UNKNOWN	0313799 0434312	-
CLASS=UNKNOWN	0313799 0434312	0313799 0434312 0006789 0880931 0444946 0061182 0006789
CLASS=UNKNOWN	0313799 0434312	0313799 0434312 0754212 0880931 0444946 0438139 0775648
CLASS=UNKNOWN	0561343 0930838 1103910 0840620	-
CLASS=UNKNOWN	0561343 0930838 1103910 0840620	-
CLASS=UNKNOWN	0561343 0930838 1103910 0840620 0344487	-
CLASS=UNKNOWN	0561343 0930838 1103910 0840620 0344487	0557667 0926863 0390679 0490159 0263457 0986906 0257956 0743351 0377891 0781505 0583720 0960784 0754262 0257956 0475290 1038198 0259503 0191882 0840620 0680681 0170104 0545849 0158475 0696148 0561343 0930838 1103910 0840620 0006789 0190918
CLASS=UNKNOWN	0561343 0930838 1103910 0840620 0344487	0561343 0930838 1103910 0840620 0344487 0727209 0162820 0042895 0559777 0727209 0162820 0042895 0855657 0748782
CLASS=UNKNOWN	0561343 0930838 1103910 0840620 0344487	0557667 0530046 1044672 0946324 0409707 0490159 0686684 0612641 1044672 0784491 0557667 0561343 0930838 1103910 0840620 0490159 0583720 0736121 0252531 0208773 0425984 1044672 0612640 0381876 0046666 1071079 0162607 0329263 1004446 0022425 0580929
CLASS=UNKNOWN	0561343 0930838 1103910 0840620 0344487	0557667 0926863 0390679 0490159 1123536 1032294 0165067 0172536 0840620 0395021 0608511 1078130 0406197 0263574 0170104 0910474 0057045 0668936 0406197 0057045 0303705 0193317 0153430 0696148 0561343 0930838 1103910 0840620 0006789 0190918
CLASS=UNKNOWN	0561343 0930838 1103910 0840620 0344487	0474532 1034530 0910323 0170218 0246396 0259503 0031957 0158475 0406197 0043020 0540595 0406197 0748782 0631387 0406197 0196279 1080915 0291357 0300345 0784491 0477780 1050059 1118918 0985248 0257956 0491333
CLASS=UNKNOWN	0561343 0930838 1103910 0840620 0344487	-
CLASS=UNKNOWN	0561343 0930838 1103910 0840620 0344487	-
CLASS=UNKNOWN	0313799 0434312 0344487	-
CLASS=UNKNOWN	0313799 0434312 0344487	0557667 0313799 0434312 0344487 0490159 1120227 0061182 0438139 0417017 0313799 0434312 0857574 0855657 0346881 0376088 1001937 0329263 0384980 1080915 1034530 0612641 1044672 0313799 0434312 0344487 0784491 0149620 0612641 1044672 0580929
CLASS=UNKNOWN	0313799 0434312 0344487	0610683 0612641 1044672 0565150 1118814 0474532 0729004 0077806 0425984 0974387 0918499 0344487 0313799 0434312 0344487 0455351 0469132 0344487 0754262 0999132 0344487 1103910 0840620 0344487 0434312 0929370 0815830 0880931 0444946 0536012 0911248
CLASS=UNKNOWN	0313799 0434312 0344487	0557667 0313799 0434312 0344487 0490159 1120227 0061182 0438139 0417017 0612641 1044672 0743351 0377891 0438139 0886768 0612641 1044672 0313799 0434312 0344487 0784491 0149620 0612641 1044672 0612641 1044672 0344487 0757903
CLASS=OTHER	0838222 0399721	-
CLASS=UNKNOWN	0838222 0399721 0344487	-
CLASS=UNKNOWN	0838222 0399721 0344487	-

CLASS=VIDEO	0955698 0925859 0925859	-
CLASS=UNKNOWN	0955698 0784246 0508312	-

CLASS=TEST	0703169 0464473	-
CLASS=TEST	0703169 0464473	-

CLASS=TEST	0415536 0727209 0472212	-
CLASS=TEST	0415536 0727209 0472212	-

CLASS=VIDEO	0594154 0904305	-
CLASS=VIDEO	0594154 0904305	-

CLASS=TEST	0431804 0252978 0291357 0690587	-
CLASS=TEST	0431804 0252978 0291357 0690587	0431804 0252978 0291357 0690587 0006789 0880931 0444946 0061182 0006789

CLASS=TRAVEL	0855657 1090580 0539793 0950821 0097217 0792288 0509847 0033554 0115430 0948266	-
CLASS=TRAVEL	0855657 1090580 0539793 0950821 0097217 0792288 0509847 0033554 0115430 0948266	0855657 1090580 0539793 0950821 0097217 0478926 0509847 0588214 1018499 0647255 0650465 0478926 0509847 0033554 0115430 0117972 0762000 0130933 0553058 0387202
CLASS=TRAVEL	0855657 1090580 0539793 0950821 0097217 0792288 0509847 0033554 0115430 0948266	-
CLASS=TRAVEL	0855657 1090580 0539793 0950821 0097217 0792288 0509847 0033554 0115430 0948266	0855657 1090580 0539793 0950821 0097217 0478926 0509847 0588214 1018499 0647255 0650465 0478926 0509847 0033554 0115430 0117972 0762000 0130933 0553058 0387202

CLASS=TEST	0162820 0042895	-
CLASS=TEST	0162820 0042895	-
CLASS=UNKNOWN	0489486 0727209 0162820 0042895	-
CLASS=UNKNOWN	0489486 0727209 0162820 0042895	0489486 0727209 0162820 0042895 0754212 0011134 0329263 0727209 0162820 0042895 0754212 0011134 0329263 0727209 0162820 0042895 0855657 0748782 0754212 0011134 0329263 0162820 0042895 0748782 0246396 0373099 0011134 0329263 0727209 0580929
CLASS=UNKNOWN	0489486 0727209 0162820 0042895	0727209 0162820 0042895 0461262 0727209 0162820 0042895 0406197 0727209 0162820 0042895 0855657 0748782 0406197 0011134 0329263 0727209 0162820 0042895 0784491 0402994

CLASS=NOVEL | CLASS=VIDEO	0771245 0678562 0911248 0748782 0246396	-
CLASS=NOVEL | CLASS=VIDEO	0771245 0678562 0911248 0748782 0246396	0771245 0678562 0911248 0754212 0706184 1111901 0673355 1112955 0888307 1055086 0142544 0546302 0754212 0880931 0444946 0673355 1112955

CLASS=TEST	0782702 0002222 1123536 0785637	-
CLASS=TEST	0782702 0002222 1123536 0785637	-

CLASS=TEST	0064592 0727209 0162820 0042895	-
CLASS=TEST	0064592 0727209 0162820 0042895	0727209 0162820 0042895 0847158 0727209 0162820 0042895 0406197 0727209 0162820 0042895 0855657 0748782 0406197 0011134 0329263 0727209 0162820 0042895 0855657 0748782 0784491 0376185

CLASS=TRAVEL	0792288 0509847 0478926 0509847 0033554 0115430 0948266	-
CLASS=TRAVEL	0792288 0509847 0478926 0509847 0033554 0115430 0948266	-
CLASS=TRAVEL	0792288 0509847 0478926 0509847 0033554 0115430 0948266	1023598 0918837 0958285
CLASS=TRAVEL	0792288 0509847 0478926 0509847 0033554 0115430 0948266	0553058 0387202
CLASS=TRAVEL	0792288 0509847 0478926 0509847 0033554 0115430 0948266	0442930 0754615 0491936
CLASS=TRAVEL	0792288 0509847 0478926 0509847 0033554 0115430 0948266	0553058 0387202
CLASS=TRAVEL	0792288 0509847 0478926 0509847 0033554 0115430 0948266	-
CLASS=TRAVEL	0792288 0509847 0478926 0509847 0033554 0115430 0948266	-
CLASS=TRAVEL	0792288 0509847 0478926 0509847 0033554 0115430 0948266	1023598 0918837 0958285
CLASS=TRAVEL	0792288 0509847 0478926 0509847 0033554 0115430 0948266	0553058 0387202

CLASS=UNKNOWN	0517244 0754615	-
CLASS=UNKNOWN	0517244 0754615	0517244 0754615 0715282 0162820 1055086 0318374 0754212 0517244 0754615 0715282 0162820 0800750 0077243 0754212 0437671 0584421 0374599 1108513 0694263 0444946 0417386 1112955 0911248 0996068 0659825
CLASS=UNKNOWN	0517244 0754615	-
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	-
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0357287 0871738 0673018 0003137 0986215 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 1027886
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0074446 0064665 0060062 0519084 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0074446 0064665 0060062 0519084 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0074446 0064665 0060062 0519084 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0491936 0836971 0836327 0251200 0986215 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 1027886
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0491936 0836971 0836327 0251200 0986215 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 1027886
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0491936 0836971 0836327 0251200 0986215 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 1027886
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0491936 0836971 0836327 0251200 0986215 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0732160 0310984
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0884284 0030792 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0819529
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0038174 0197078 0104962 0476754 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0038174 0197078 0104962 0476754 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0038174 0197078 0104962 0476754 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0038174 0197078 0104962 0476754 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0038174 0197078 0104962 0476754 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0038174 0197078 0104962 0476754 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0038174 0197078 0104962 0476754 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0517244 0754615 0715282 0162820	0875138 0099705 0491936 0030792 1046420 1098769 0986215 1047250 1040693 0986215 0377791 0855657 0701712 0299003 0231073 0158475 0140695 1034529 0104869 0935273 0800275 0238317 1018499 0874258 0174335 0986215 0090805 0517244 0754615 0241068 0563415 0673018 0191634 0077243 1103806 0659936 0553058 0546302 1049502 1123536 0038174 0197078 0104962 0476754 0591940 0090805 0708439 0239303 0115590 0591940 0090805 0523413 0323485 0260443 0737837
CLASS=UNKNOWN	0950821 0097217 0539793 1113860 0754615	-
CLASS=UNKNOWN	0950821 0097217 0539793 1113860 0754615	0553058 0546302 0748782 0546639 0379486 0647255 0509847 0125012 0763666
CLASS=UNKNOWN	1079790 0818731 0539793 1113860 0754615	-
CLASS=UNKNOWN	1079790 0818731 0539793 1113860 0754615	0557667 1079790 0818731 0539793 1113860 0754615 0792288 0509847 0490159 1079790 0818731 0539793 1113860 0754615 0792288 0509847 0033554 0115430 0948266 0406197 1079790 0818731 0539793 1113860 0754615 0123481 0772486 0478926 0509847 0033554 0115430 0580929
CLASS=UNKNOWN	1113860 0754615	-
